Neighborhood_Tabulation_Area_Code__NTA_Code_,Neighborhood_Tabulation_Area_Name__NTA_NAME_,Borough_Name,Total_Population,Population_Density__per_Sq__Mi__,Total_Number_of_Households,Area__Sq__Mi__,Street_Mileage,Home_Broadband_Adoption__Percentage_of_Households_,"Home_Broadband_Adoption_by_Quartiles__High,_Medium-High,_Medium-Low,_Low_",Mobile_Broadband_Adoption__Percentage_of_Households_,"Mobile_broadband_adoption_by_Quartiles__High,_Medium-High,_Medium-Low,_Low_",Mobile_Dependent_Households__Percentage_of_Households_,"Mobile_Dependent_Households_Categorized_by_Quartiles__High,_Medium-High,_Medium-Low,_Low_",Residential_Broadband_Choice_Average_by_NTA,"Residential_Broadband_Choice_Average_by_Quartiles__High,_Medium-High,_Medium-Low,_Low_",Commercial_Fiber_ISP_Choice_Average_by_NTA,"Commercial_Fiber_Choice_Average_by_Quartiles__High,_Medium-High,_Medium-Low,_Low_",Commercial_Fiber_Max_ISP_Choice_by_NTA,"Commercial_Fiber_Max_ISP_Choice_by_Quartiles__High,_Medium-High,_Medium-Low,_Low_",Percentage_of_Blocks_without_a_Commercial_Fiber_Provider,Percentage_of_Blocks_without_a_Commercial_Fiber_Provider_by_Quartiles,Percentage_of_Blocks_with_ISP_Reported_Speed_Availability_of_>=25_Mbps__Broadband_Speed_,Percentage_of_Blocks_with_ISP_Reported_Speed_Availability_of_>=900_Mbps,Number_of_Public_Computer_Centers_with_free_public_Wi-Fi,Public_Wi-Fi_in_NYC_Count,Number_of_Free_Public_Wi-Fi_Access_Points_in_a_Pedestrian_Corridor,Available_Free_Public_Wi-Fi_in_a_Pedestrian_Corridor__Y/N_,Estimated_Number_of_Businesses,Number_of_Households,Total_Accounts,Account_Density,Account_Density_Quartile,Population_Projections_2050,Households_Receiving_Benefits,Estimated_Lifeline_Eligible_Households,Supportive_Housing__NYCDHS_,Low-Income_Housing__NYCHA_,Presence_of_IBZs,Number_of_NYCHA_Buildings,Number_of_Public_Schools,Number_of_DCAS_Buildings,Number_of_NYC_H+H_Buildings,City_Buildings_with_High_Rooftops__7+_Floors__Capacity_by_Quartile,Street_Furniture:_FDNY_Call_Boxes,Street_Furniture:_Parking_Pay_Stations,Street_Furniture:_Bus_Stop_Shelters,Street_Furniture:_Bike_Shelters,Street_Furniture:_City_Benches,LinkNYC_Kiosks,WalkNYC_Sign_Locations,Poles_Reserved_by_Mobile_Telecom_Franchisee,Pole_with_Equipment_Installed_by_Mobile_Telecom_Franchise,Density_of_Poles_Reserved_and_with_Equipment_Installed_for_Mobile_Telecom_Franchise,Mobile_Telecom_Franchise_Pole_Density_Level_by_Quartile,Empire_City_Subway_Coverage__Percentage_,Percentage_of_Households_with_fewer_than_3_broadband_options_available,Number_of_Fixed_Wireless_Providers_Available,Estimated_Aerial_Plant_Coverage__Percentage_,Estimated_Underground_Plant_Coverage__Percentage_,Geographic_Variations_in_Fiber_Delivery_Modes_by_NTA,Estimated_Underground_Utility_Conflict_Volume,Utility_Pole_Make_Ready_Estimated_Required_Number_of_Moves,Utility_Pole_Make-Ready_-_Estimated_Relative_Volume,NYC_Internet_Master_Plan_Open_Access_Infrastructure_Cost_Comparison_Coefficient,NYC_Internet_Master_Plan_Open_Access_Infrastructure_Cost_Comparison_Coefficient_by_Quartile,"Fiber_Drops,_Estimated_Relative_Costs","Indoor_Cabling_for_Multiple_Dwelling_Units,_Estimated__Relative_Costs","Optimal_for_Unlicensed
Millimeter_Wave_Fixed_Wireless_Access_as_a_Residential
Broadband_Solution","Percentage_Optimal_for_Unlicensed
Millimeter_Wave_Fixed_Wireless_Access_as_a_Residential
Broadband_Solution",Estimated_number_of_radio_sites_for_CBRS_coverage,Estimated_number_of_radio_sites_for_mmWave_coverage_in_optimal_areas,Sample_of_NTA_Field_Surveyed?__Y/N_,Reviewed_for_Underground_Fiber-to-the-Premise?__Y/N_,Reviewed_for_Aerial_Fiber-to-the-Premise?__Y/N_,Reviewed_for_Millimeter_Wave_Fixed_Wireless_Access?__Y/N_,Field_Survey_Findings,Percentage_of_Blocks_WITH_Commercial_Fiber_Provider,Size_of_Population_Growth_by_2030,2030_Population_Density,Pole_Rich,Pop_Growth_Rate
BK73,North Side-South Side,Brooklyn,54330,52467.36,23862,1.04,41,0.75,Medium High,0.8,High,0.04,Medium Low,2.6,High,1.3,Medium-Low,3,Medium High,0.32,High,1.0,1.0,1,40,29,True,1875.0,23862.0,25737.0,628.0,Medium High,80903.0,894.0,2773.0,0.0,727.0,True,4.0,11.0,6.0,0.0,Medium Low,94.0,60.0,5.0,0.0,15.0,26.0,16,17.0,11.0,0.68,Medium High,0.0,0.38,2.0,0.0,0.92,Underground Network Areas,High,4.5,High,2.14,High,High,Low,YES,0.8,159.0,4.0,NO,NO,NO,NO,NONE,0.6799999999999999,26573.0,77791.34615384616,Poles Reserved Above Average,High Growth
BK75,Bedford,Brooklyn,75318,64354.26,26135,1.17,40,0.6,Low,0.69,Medium Low,0.07,High,2.7,High,1.4,Medium-High,3,Medium High,0.27,High,1.0,1.0,5,11,4,True,1061.0,26135.0,27196.0,680.0,High,82022.0,1907.0,6073.0,76.0,4342.0,False,13.0,18.0,12.0,0.0,Medium High,92.0,19.0,29.0,0.0,19.0,4.0,7,6.0,25.0,0.78,Medium High,0.0,0.6,1.0,0.0,1.0,Underground Network Areas,Average,4.5,High,2.32,High,Average,Average,YES,0.55,282.0,103.0,NO,NO,NO,NO,NONE,0.73,6704.0,70104.27350427351,Poles Reserved Below Average,High Growth
BK76,Greenpoint,Brooklyn,33351,26320.88,16223,1.27,39,0.73,Medium High,0.78,High,0.05,Medium High,2.7,High,1.4,Medium-High,2,Medium Low,0.17,Medium High,1.0,1.0,1,15,12,True,1675.0,16223.0,17898.0,459.0,Medium High,55096.0,288.0,1202.0,0.0,0.0,True,0.0,6.0,1.0,0.0,Low,79.0,52.0,4.0,0.0,3.0,12.0,1,3.0,9.0,0.31,Low,0.0,0.2,1.0,0.36,0.68,Above and Underground Network,Average,4.5,High,1.5,High,Average,Average,YES,0.53,81.0,21.0,NO,NO,NO,NO,NONE,0.83,21745.0,43382.67716535433,Poles Reserved Below Average,Unknown
BK77,Bushwick North,Brooklyn,60834,68038.22,19367,0.89,31,0.56,Low,0.77,High,0.16,High,3.0,High,1.3,Medium-Low,3,Medium High,0.19,Medium High,1.0,1.0,2,10,0,False,1073.0,19367.0,20440.0,659.0,High,64610.0,987.0,5105.0,0.0,276.0,True,0.0,18.0,3.0,0.0,Medium Low,78.0,60.0,10.0,0.0,12.0,0.0,0,10.0,21.0,1.0,Medium High,0.0,0.34,2.0,0.24,0.76,Above and Underground Network,Average,4.5,High,1.73,High,Average,Average,YES,0.21,104.0,13.0,NO,NO,NO,NO,NONE,0.81,3776.0,72595.50561797753,Poles Reserved Above Average,High Growth
BK78,Bushwick South,Brooklyn,75003,52056.56,26616,1.44,47,0.55,Low,0.69,Medium Low,0.12,High,2.5,Medium High,1.3,Medium-Low,2,Medium Low,0.39,High,1.0,1.0,6,9,3,True,1000.0,26616.0,27616.0,588.0,Medium High,89551.0,1560.0,5918.0,70.0,5032.0,True,9.0,23.0,4.0,3.0,Medium High,127.0,55.0,15.0,0.0,17.0,3.0,0,2.0,27.0,0.62,Medium High,0.0,0.69,2.0,0.0,1.0,Underground Network Areas,Average,4.5,High,2.32,High,Average,Average,YES,0.37,60.0,13.0,NO,NO,NO,NO,NONE,0.61,14548.0,62188.194444444445,Poles Reserved Below Average,High Growth
BK79,Ocean Hill,Brooklyn,34025,47218.57,13004,0.72,32,0.58,Low,0.76,High,0.04,Medium Low,2.3,Medium High,1.2,Medium-Low,2,Medium Low,0.5,High,1.0,1.0,1,13,9,True,508.0,13004.0,13512.0,422.0,Medium Low,36888.0,814.0,3054.0,187.0,0.0,True,5.0,15.0,7.0,0.0,Medium Low,69.0,11.0,15.0,0.0,4.0,9.0,1,3.0,16.0,0.59,Medium Low,0.0,0.79,1.0,0.66,1.0,Above and Underground Network,Average,4.5,High,1.13,Medium High,Average,Average,YES,0.42,144.0,13.0,NO,NO,NO,NO,NONE,0.5,2863.0,51233.333333333336,Poles Reserved Below Average,Unknown
BK81,Brownsville,Brooklyn,60124,51231.34,21467,1.17,42,0.57,Low,0.61,Low,0.08,High,2.5,Medium High,1.2,Medium-Low,3,Medium High,0.33,High,1.0,0.99,7,11,0,False,763.0,21467.0,22230.0,529.0,Medium High,67556.0,2698.0,6480.0,73.0,7636.0,True,18.0,29.0,7.0,0.0,Medium High,95.0,59.0,34.0,0.0,25.0,0.0,0,8.0,26.0,0.81,Medium High,0.0,0.54,2.0,0.43,1.0,Above and Underground Network,Average,4.5,High,1.91,High,Average,Average,YES,0.43,81.0,4.0,YES,YES,NO,YES,"High underground interference from existing utilities.  
Area suitable for fixed wireless, NYCHA buildings to be used are wireless hub locations.",0.6699999999999999,7432.0,57740.170940170945,Poles Reserved Below Average,High Growth
BK82,East New York,Brooklyn,94448,22495.35,33393,4.2,123,0.67,Medium Low,0.74,Medium High,0.06,High,1.9,Medium Low,1.8,High,3,Medium High,0.11,Medium High,0.99,0.87,5,15,4,True,726.0,33393.0,34119.0,277.0,Medium Low,113552.0,2842.0,8813.0,110.0,6605.0,True,12.0,31.0,31.0,0.0,Medium High,301.0,28.0,33.0,0.0,15.0,4.0,1,24.0,32.0,0.46,Medium Low,0.0,0.99,2.0,0.6,0.71,Above and Underground Network,Average,4.0,Average,2.86,High,Average,Average,YES,0.17,102.0,2.0,YES,YES,YES,YES,"Average underground interference from existing utilities.  
Average make-ready requirements. Of the sample poles surveyed 66% required make-ready, and 17% required pole replacement. 
General findings for this area include; boxed utilities in some locations, and spacing issues with current utility attachments in the telecom space.
Additionally, some locations had power service drops and telecom service drops crossing in the same space without proper clearance between the two. 
Area suitable for fixed wireless.",0.89,19104.0,27036.190476190473,Poles Reserved Above Average,Unknown
BK83,Cypress Hills-City Line,Brooklyn,48899,49377.63,14481,0.99,39,0.7,Medium Low,0.77,High,0.04,Medium Low,2.0,Medium High,1.9,High,3,Medium High,0.02,Low,1.0,0.9,2,10,8,True,923.0,14481.0,15404.0,395.0,Medium Low,54861.0,671.0,3703.0,0.0,0.0,False,0.0,6.0,2.0,0.0,Medium Low,99.0,57.0,6.0,0.0,6.0,8.0,0,4.0,7.0,0.28,Low,0.0,0.96,2.0,0.81,0.58,Above and Underground Network,Average,4.0,Average,1.29,Medium High,Average,Average,NO,0.02,140.0,0.0,NO,NO,NO,NO,NONE,0.98,5962.0,55415.15151515151,Poles Reserved Below Average,High Growth
BK85,East New York (Pennsylvania Ave),Brooklyn,29447,42324.07,10270,0.7,26,0.6,Low,0.71,Medium High,0.08,High,1.8,Low,1.8,High,3,Medium High,0.0,Low,1.0,0.79,1,0,0,False,1040.0,10270.0,11310.0,435.0,Medium Low,33520.0,1366.0,2858.0,0.0,1555.0,True,2.0,14.0,5.0,1.0,Medium Low,80.0,0.0,17.0,0.0,6.0,0.0,0,4.0,18.0,0.85,Medium High,0.0,1.0,2.0,0.27,1.0,Above and Underground Network,Average,4.0,Average,0.95,Medium High,Average,Average,YES,0.2,56.0,29.0,NO,NO,NO,NO,NONE,1.0,4073.0,47885.71428571429,Poles Reserved Below Average,Unknown
BK88,Borough Park,Brooklyn,105913,54677.41,26710,1.94,59,0.42,Low,0.47,Low,0.06,High,2.5,Medium High,1.5,Medium-High,4,High,0.29,High,1.0,1.0,5,8,0,False,2590.0,26710.0,29300.0,497.0,Medium High,117080.0,1390.0,10543.0,0.0,0.0,False,0.0,13.0,13.0,0.0,Medium Low,112.0,227.0,23.0,0.0,13.0,0.0,0,21.0,25.0,0.78,Medium High,0.0,0.48,2.0,0.27,0.92,Above and Underground Network,Average,4.5,High,2.57,High,Average,Average,YES,0.1,130.0,51.0,NO,NO,NO,NO,NONE,0.71,11167.0,60350.51546391753,Poles Reserved Above Average,High Growth
BK90,East Williamsburg,Brooklyn,35985,25630.75,16075,1.4,43,0.72,Medium High,0.74,Medium High,0.05,Medium High,2.6,High,1.3,Medium-Low,3,Medium High,0.18,Medium High,1.0,1.0,3,22,18,True,2198.0,16075.0,18273.0,425.0,Medium Low,40041.0,616.0,2287.0,75.0,2839.0,True,6.0,7.0,4.0,1.0,Medium High,100.0,69.0,28.0,1.0,8.0,18.0,2,3.0,14.0,0.4,Low,0.0,0.35,1.0,0.07,0.47,Above and Underground Network,Average,4.0,Average,1.56,High,Average,Average,YES,0.56,78.0,23.0,NO,NO,NO,NO,NONE,0.8200000000000001,4056.0,28600.714285714286,Poles Reserved Below Average,Unknown
BK91,East Flatbush-Farragut,Brooklyn,53535,43437.67,18443,1.23,38,0.73,Medium High,0.71,Medium High,0.04,Medium Low,2.9,High,1.2,Medium-Low,3,Medium High,0.08,Medium Low,1.0,1.0,2,7,5,True,948.0,18443.0,19391.0,510.0,Medium High,52416.0,576.0,2572.0,0.0,0.0,True,0.0,7.0,6.0,0.0,Medium Low,72.0,38.0,6.0,0.0,15.0,5.0,1,13.0,11.0,0.63,Medium High,0.0,0.08,1.0,0.48,0.7,Above and Underground Network,Average,4.0,Average,1.67,High,Average,Average,YES,0.06,64.0,40.0,NO,NO,NO,NO,NONE,0.92,-1119.0,42614.634146341465,Poles Reserved Above Average,Low Growth
BK93,Starrett City,Brooklyn,12388,29776.61,6485,0.42,12,0.56,Low,0.53,Low,0.06,High,1.2,Low,1.2,Low,2,Medium Low,0.71,High,1.0,0.13,1,0,0,False,185.0,6485.0,6670.0,556.0,Medium High,13957.0,683.0,1331.0,0.0,293.0,False,1.0,4.0,0.0,0.0,None,35.0,0.0,8.0,0.0,2.0,0.0,1,0.0,1.0,0.08,Low,0.0,0.99,2.0,0.05,0.64,Above and Underground Network,High,4.5,High,0.56,Medium Low,High,Low,YES,0.32,159.0,0.0,NO,NO,NO,NO,NONE,0.29000000000000004,1569.0,33230.95238095238,Poles Reserved Below Average,Low Growth
BK95,Erasmus,Brooklyn,29149,55959.26,10137,0.52,17,0.64,Medium Low,0.6,Low,0.06,High,2.2,Medium High,1.4,Medium-High,3,Medium High,0.31,High,1.0,1.0,0,12,11,True,1290.0,10137.0,11427.0,672.0,High,32506.0,532.0,2070.0,45.0,0.0,False,0.0,10.0,3.0,0.0,Low,45.0,76.0,10.0,0.0,7.0,11.0,2,3.0,11.0,0.82,Medium High,0.0,0.89,1.0,0.5,1.0,Above and Underground Network,Average,4.5,High,0.97,Medium High,Average,Average,YES,0.43,245.0,8.0,NO,NO,NO,NO,NONE,0.69,3357.0,62511.53846153846,Poles Reserved Below Average,Unknown
BK96,Rugby-Remsen Village,Brooklyn,55951,47693.66,20724,1.17,45,0.66,Medium Low,0.69,Medium Low,0.05,Medium High,2.8,High,1.2,Medium-Low,3,Medium High,0.15,Medium High,1.0,1.0,1,1,0,False,873.0,20724.0,21597.0,480.0,Medium High,60162.0,1038.0,3326.0,0.0,135.0,True,0.0,16.0,9.0,0.0,Medium Low,77.0,57.0,20.0,0.0,11.0,0.0,1,4.0,22.0,0.58,Medium Low,0.0,0.22,1.0,0.93,0.71,Above and Underground Network,Average,4.5,High,1.85,High,Average,Average,YES,0.08,130.0,4.0,NO,NO,NO,NO,NONE,0.85,4211.0,51420.51282051282,Poles Reserved Below Average,High Growth
BX01,Claremont-Bathgate,Bronx,34815,58999.81,10996,0.59,27,0.55,Low,0.63,Low,0.07,High,1.6,Low,1.7,Medium-High,4,High,0.14,Medium High,1.0,0.51,2,4,2,True,806.0,10996.0,11802.0,437.0,Medium High,38258.0,1508.0,4760.0,69.0,4445.0,True,8.0,26.0,4.0,0.0,Medium High,72.0,15.0,11.0,0.0,7.0,1.0,2,17.0,28.0,1.67,High,0.44,1.0,1.0,1.0,1.0,Above and Underground Network,Average,4.0,Average,0.13,Low,Average,Average,YES,0.93,107.0,38.0,NO,NO,NO,NO,NONE,0.86,3443.0,64844.06779661017,Poles Reserved Above Average,Unknown
BX03,Eastchester-Edenwald-Baychester,Bronx,35172,24358.51,11696,1.44,46,0.67,Medium Low,0.7,Medium Low,0.05,Medium High,1.9,Medium Low,1.4,Medium-High,3,Medium High,0.13,Medium High,1.0,0.86,2,9,0,False,606.0,11696.0,12302.0,267.0,Medium Low,38267.0,608.0,1881.0,0.0,4960.0,True,7.0,8.0,13.0,0.0,Medium High,102.0,27.0,25.0,0.0,3.0,0.0,0,6.0,33.0,0.85,Medium High,0.11,0.98,1.0,0.96,0.02,Above and Underground Network,Average,4.0,Average,0.13,Low,Average,Average,YES,0.08,82.0,4.0,NO,NO,NO,NO,NONE,0.87,3095.0,26574.305555555555,Poles Reserved Below Average,Low Growth
BX05,Bedford Park-Fordham North,Bronx,55995,104083.79,19329,0.54,23,0.57,Low,0.73,Medium High,0.09,High,1.7,Low,1.7,High,3,Medium High,0.1,Medium Low,1.0,0.74,3,23,12,True,1056.0,19329.0,20385.0,886.0,High,60601.0,1396.0,5394.0,0.0,0.0,False,0.0,4.0,4.0,0.0,Medium High,66.0,87.0,17.0,1.0,15.0,12.0,1,10.0,37.0,2.04,High,0.0,1.0,1.0,1.0,1.0,Above and Underground Network,High,4.5,High,0.21,Low,High,Low,YES,0.81,128.0,4.0,NO,NO,NO,NO,NONE,0.9,4606.0,112224.07407407407,Poles Reserved Above Average,High Growth
BX06,Belmont,Bronx,29372,60402.07,9214,0.49,21,0.54,Low,0.7,Medium Low,0.07,High,1.7,Low,1.6,Medium-High,4,High,0.17,Medium High,1.0,0.68,1,1,0,False,1059.0,9214.0,10273.0,489.0,Medium High,31859.0,998.0,3156.0,0.0,0.0,False,0.0,15.0,2.0,0.0,Medium Low,49.0,97.0,12.0,0.0,4.0,0.0,0,4.0,18.0,1.05,Medium High,0.14,1.0,1.0,1.0,1.0,Above and Underground Network,Average,4.5,High,0.11,Low,Average,Average,YES,0.84,98.0,17.0,NO,NO,NO,NO,NONE,0.83,2487.0,65018.36734693878,Poles Reserved Below Average,Unknown
BX07,Bronxdale,Bronx,37595,69023.23,14143,0.54,19,0.61,Low,0.67,Low,0.07,High,1.9,Medium Low,1.5,Medium-High,3,Medium High,0.05,Medium Low,1.0,0.86,3,1,0,False,1028.0,14143.0,15171.0,798.0,High,40261.0,967.0,3234.0,68.0,2380.0,False,8.0,10.0,1.0,0.0,Medium Low,32.0,53.0,11.0,0.0,3.0,0.0,0,4.0,24.0,1.47,High,0.26,1.0,0.0,1.0,0.74,Above and Underground Network,High,4.5,High,0.16,Low,High,Low,YES,0.5,117.0,50.0,NO,NO,NO,NO,NONE,0.95,2666.0,74557.4074074074,Poles Reserved Below Average,Unknown
BX08,West Farms-Bronx River,Bronx,35752,66076.68,11884,0.54,25,0.58,Low,0.68,Medium Low,0.06,High,1.7,Low,1.4,Medium-High,2,Medium Low,0.26,High,1.0,0.7,2,1,0,False,589.0,11884.0,12473.0,499.0,Medium High,38349.0,1180.0,3900.0,0.0,1472.0,False,7.0,11.0,1.0,0.0,Medium Low,56.0,31.0,9.0,0.0,0.0,0.0,1,6.0,20.0,1.04,Medium High,0.16,1.0,0.0,1.0,0.93,Above and Underground Network,High,4.5,High,0.13,Low,High,Low,YES,0.61,78.0,34.0,YES,YES,NO,YES,"High underground interference from existing utilities.  
Area suitable for fixed wireless.",0.74,2597.0,71016.66666666666,Poles Reserved Below Average,Unknown
BX09,Soundview-Castle Hill-Clason Point-Harding Park,Bronx,56552,30330.02,19211,1.86,75,0.68,Medium Low,0.66,Low,0.05,Medium High,1.7,Low,1.4,Medium-High,3,Medium High,0.21,High,1.0,0.71,3,3,0,False,395.0,19211.0,19606.0,261.0,Medium Low,58717.0,1280.0,5180.0,0.0,6459.0,True,11.0,23.0,14.0,0.0,Low,128.0,0.0,33.0,0.0,12.0,0.0,1,8.0,47.0,0.73,Medium High,0.08,1.0,1.0,0.97,0.27,Above and Underground Network,Average,4.0,Average,0.21,Low,Average,Average,YES,0.28,44.0,21.0,YES,YES,NO,YES,"Average underground interference from existing utilities.  
Area suitable for fixed wireless.",0.79,2165.0,31568.27956989247,Poles Reserved Below Average,Low Growth
BX10,Pelham Bay-Country Club-City Island,Bronx,26172,18179.39,11451,1.44,41,0.73,Medium High,0.69,Medium Low,0.04,Medium Low,1.9,Medium Low,1.1,Low,3,Medium High,0.15,Medium High,0.92,0.58,2,7,0,False,560.0,11451.0,12011.0,293.0,Medium Low,27561.0,235.0,855.0,0.0,179.0,False,1.0,2.0,13.0,0.0,Medium High,56.0,55.0,6.0,0.0,2.0,0.0,0,4.0,20.0,0.59,Medium Low,0.1,1.0,0.0,0.86,0.29,Above and Underground Network,Average,4.0,Average,0.13,Low,Average,Average,YES,0.12,98.0,30.0,NO,NO,NO,NO,NONE,0.85,1389.0,19139.583333333336,Poles Reserved Below Average,Low Growth
BX13,Co-op City,Bronx,48541,33974.33,19614,1.43,48,0.68,Medium Low,0.67,Low,0.04,Medium Low,1.4,Low,1.3,Medium-High,3,Medium High,0.43,High,0.98,0.43,2,1,0,False,433.0,19614.0,20047.0,418.0,Medium Low,44704.0,389.0,2835.0,0.0,538.0,True,3.0,12.0,7.0,0.0,Low,108.0,22.0,35.0,0.0,4.0,0.0,0,6.0,18.0,0.5,Medium Low,0.16,1.0,0.0,1.0,0.49,Above and Underground Network,Average,4.0,Average,0.21,Low,Average,Average,YES,0.29,75.0,21.0,NO,NO,NO,NO,NONE,0.5700000000000001,-3837.0,31261.538461538465,Poles Reserved Below Average,Low Growth
BX14,East Concourse-Concourse Village,Bronx,64516,98747.09,22399,0.65,27,0.58,Low,0.63,Low,0.06,High,1.7,Low,1.8,High,4,High,0.08,Medium Low,1.0,0.12,2,6,2,True,742.0,22399.0,23141.0,857.0,High,72125.0,1954.0,6821.0,464.0,1535.0,False,5.0,27.0,7.0,0.0,High,83.0,26.0,22.0,0.0,17.0,2.0,8,23.0,34.0,2.11,High,0.27,1.0,1.0,0.97,1.0,Above and Underground Network,High,4.5,High,0.24,Low,High,Low,YES,0.54,45.0,30.0,NO,NO,NO,NO,NONE,0.92,7609.0,110961.53846153845,Poles Reserved Above Average,High Growth
BX17,East Tremont,Bronx,44510,64447.07,15165,0.69,29,0.58,Low,0.66,Low,0.05,Medium High,1.8,Low,1.5,Medium-High,3,Medium High,0.12,Medium High,1.0,0.77,3,10,3,True,702.0,15165.0,15867.0,547.0,Medium High,56362.0,1660.0,5961.0,106.0,959.0,False,6.0,18.0,10.0,0.0,Medium High,85.0,33.0,12.0,0.0,6.0,1.0,1,9.0,38.0,1.62,High,0.32,0.99,0.0,1.0,0.97,Above and Underground Network,Average,4.5,High,0.16,Low,Average,Average,YES,0.88,32.0,24.0,NO,NO,NO,NO,NONE,0.88,11852.0,81684.0579710145,Poles Reserved Above Average,High Growth
BX22,North Riverdale-Fieldston-Riverdale,Bronx,27145,15429.75,10894,1.76,39,0.76,Medium High,0.72,Medium High,0.06,High,1.8,Low,1.3,Medium-Low,3,Medium High,0.11,Medium High,0.99,0.79,3,2,0,False,507.0,10894.0,11401.0,292.0,Medium Low,29987.0,131.0,565.0,0.0,0.0,False,0.0,3.0,7.0,0.0,Low,103.0,25.0,9.0,0.0,4.0,0.0,0,3.0,24.0,0.69,Medium High,0.14,1.0,1.0,0.98,0.27,Above and Underground Network,Average,4.0,Average,0.12,Low,Average,Average,YES,0.39,90.0,42.0,NO,NO,NO,NO,NONE,0.89,2842.0,17038.06818181818,Poles Reserved Below Average,Low Growth
BX26,Highbridge,Bronx,39144,66311.76,13442,0.59,30,0.56,Low,0.68,Medium Low,0.08,High,1.7,Low,1.8,High,3,Medium High,0.25,High,0.9,0.02,4,2,1,True,769.0,13442.0,14211.0,474.0,Medium High,46856.0,1187.0,4471.0,0.0,915.0,False,4.0,8.0,0.0,0.0,Medium High,52.0,12.0,7.0,0.0,4.0,1.0,1,9.0,29.0,1.27,High,0.15,1.0,1.0,0.97,0.89,Above and Underground Network,Average,4.5,High,0.15,Low,Average,Average,YES,0.9,97.0,48.0,NO,NO,NO,NO,NONE,0.75,7712.0,79416.94915254238,Poles Reserved Above Average,High Growth
BX27,Hunts Point,Bronx,26531,14874.02,8428,1.78,56,0.56,Low,0.66,Low,0.05,Medium High,1.7,Low,1.4,Medium-High,3,Medium High,0.29,High,0.92,0.64,2,3,0,False,664.0,8428.0,9092.0,162.0,Low,32982.0,661.0,3197.0,0.0,525.0,True,1.0,11.0,2.0,0.0,Medium Low,121.0,26.0,17.0,0.0,11.0,0.0,3,17.0,36.0,0.95,Medium High,0.14,1.0,1.0,0.75,0.93,Above and Underground Network,Low,3.0,Low,0.1,Low,Low,High,YES,0.34,69.0,14.0,YES,YES,YES,NO,"Average underground interference from existing utilities.  
Average to low make-ready requirements. Of the sample poles surveyed 37% required make-ready, and 12% required pole replacement. 
General findings for this area include; the presence of call boxes and low voltage wires on pole lines, and some locations had power service drops and telecom service drops crossing the roadway without proper clearance.",0.71,6451.0,18529.213483146068,Poles Reserved Above Average,Unknown
BX28,Van Cortlandt Village,Bronx,51157,55569.63,17920,0.92,30,0.67,Medium Low,0.73,Medium High,0.09,High,1.7,Low,1.6,Medium-High,3,Medium High,0.2,Medium High,1.0,0.67,3,4,1,True,936.0,17920.0,18856.0,629.0,Medium High,55804.0,1052.0,4234.0,0.0,344.0,False,2.0,19.0,2.0,0.0,Medium Low,63.0,38.0,27.0,0.0,7.0,1.0,0,14.0,30.0,1.47,High,0.26,1.0,0.0,1.0,0.87,Above and Underground Network,Average,4.5,High,0.2,Low,Average,Average,YES,0.8,111.0,38.0,NO,NO,NO,NO,NONE,0.8,4647.0,60656.52173913043,Poles Reserved Above Average,High Growth
BX29,Spuyten Duyvil-Kingsbridge,Bronx,31508,37840.91,13560,0.83,32,0.74,Medium High,0.72,Medium High,0.05,Medium High,1.7,Low,1.5,Medium-High,3,Medium High,0.2,Medium High,0.99,0.71,2,1,0,False,1107.0,13560.0,14667.0,458.0,Medium High,33584.0,275.0,987.0,0.0,3364.0,False,0.0,6.0,2.0,0.0,Low,65.0,111.0,13.0,0.0,5.0,0.0,0,1.0,26.0,0.84,Medium High,0.31,1.0,1.0,1.0,0.42,Above and Underground Network,Average,4.5,High,0.15,Low,Average,Average,YES,0.84,55.0,30.0,NO,NO,NO,NO,NONE,0.8,2076.0,40462.65060240964,Poles Reserved Below Average,Low Growth
BX30,Kingsbridge Heights,Bronx,31294,66282.21,11023,0.47,17,0.61,Low,0.7,Medium Low,0.09,High,1.7,Low,1.8,High,3,Medium High,0.18,Medium High,0.98,0.69,0,11,10,True,863.0,11023.0,11886.0,699.0,High,38844.0,512.0,2809.0,56.0,233.0,False,1.0,4.0,3.0,0.0,None,40.0,35.0,16.0,0.0,5.0,10.0,0,11.0,21.0,1.88,High,0.24,1.0,1.0,1.0,0.89,Above and Underground Network,Average,4.5,High,0.13,Low,Average,Average,YES,0.83,90.0,38.0,NO,NO,NO,NO,NONE,0.8200000000000001,7550.0,82646.80851063831,Poles Reserved Above Average,High Growth
